application_id,customer_id,application_date,loan_amount,loan_purpose,employment_status,annual_income,debt_to_income_ratio,credit_score,application_status,default_flag
APP_0022773,CUST_023383,2024-04-05,21304,Home Improvement,Student,9685.52,0.947,798,Declined,0
APP_0022774,CUST_013226,2022-12-24,477313,Personal,Retired,148732.32,0.8,850,Declined,0
APP_0022775,CUST_010465,2024-06-23,102308,Home Improvement,Self-employed,30708.8,0.862,756,Declined,0
APP_0022776,CUST_017409,2023-09-08,27263,Personal,Full-time,34497.08,0.726,657,Declined,0
APP_0022777,CUST_021958,2024-04-09,22823,Business,Full-time,16000.0,0.521,627,Declined,0
APP_0022778,CUST_016354,2024-01-30,231081,Personal,Full-time,77975.76,0.964,828,Approved,0
APP_0022779,CUST_012714,2024-04-21,16981,Car Purchase,Unemployed,6608.25,0.802,734,Declined,0
APP_0022780,CUST_024486,2024-02-25,112379,Business,Full-time,98849.02,0.567,770,Declined,0
APP_0022781,CUST_001214,2023-04-08,16529,Debt Consolidation,Part-time,9600.0,0.609,643,Declined,0
APP_0022782,CUST_008202,2022-10-01,58357,Home Improvement,Full-time,22940.91,0.842,735,Declined,0
APP_0022783,CUST_005225,2022-01-25,20488,Business,Student,13122.36,0.863,598,Declined,0
APP_0022784,CUST_013990,2024-11-02,34333,Car Purchase,Contract,40046.94,0.693,821,Approved,0
APP_0022785,CUST_013713,2023-03-20,65599,Personal,Full-time,42417.51,0.451,808,Approved,0
APP_0022786,CUST_016620,2023-12-19,30767,Debt Consolidation,Self-employed,33136.93,0.33,775,Declined,0
APP_0022787,CUST_006285,2023-05-30,83154,Home Purchase,Full-time,47642.97,0.757,587,Declined,0
APP_0022788,CUST_008887,2024-12-04,35889,Education,Part-time,70252.0,0.428,850,Approved,0
APP_0022789,CUST_009984,2024-08-30,42613,Home Improvement,Part-time,14854.93,1.018,722,Declined,0
APP_0022790,CUST_016701,2024-12-10,42916,Home Improvement,Part-time,24008.98,0.79,743,Declined,0
APP_0022791,CUST_011672,2024-07-02,3942,Home Purchase,Student,7411.52,0.215,591,Declined,0
APP_0022792,CUST_000150,2024-05-20,96585,Education,Full-time,49501.86,0.824,639,Declined,0
APP_0022793,CUST_019846,2023-01-19,38009,Car Purchase,Full-time,23363.13,0.85,645,Declined,0
APP_0022794,CUST_019906,2023-07-27,24942,Education,Part-time,32246.84,0.483,647,Declined,0
APP_0022795,CUST_009254,2024-10-27,121434,Personal,Self-employed,77998.83,0.668,764,Declined,0
APP_0022796,CUST_000356,2024-02-21,46944,Car Purchase,Part-time,28304.37,0.687,536,Declined,0
APP_0022797,CUST_005905,2024-07-11,69109,Home Purchase,Full-time,60365.62,0.749,797,Approved,0
APP_0022798,CUST_011071,2023-04-29,16035,Education,Student,7410.93,0.848,780,Declined,0
APP_0022799,CUST_021602,2023-11-26,64077,Home Improvement,Full-time,21433.01,0.94,712,Declined,0
APP_0022800,CUST_017482,2024-01-08,52991,Education,Full-time,37833.1,0.575,644,Declined,0
APP_0022801,CUST_013381,2022-03-28,84451,Education,Full-time,35339.47,0.917,786,Approved,0
APP_0022802,CUST_011390,2023-08-19,4175,Debt Consolidation,Student,3403.8,0.522,725,Declined,0
APP_0022803,CUST_007022,2024-06-14,250902,Car Purchase,Part-time,86670.19,0.782,850,Approved,0
APP_0022804,CUST_018735,2024-12-25,15574,Debt Consolidation,Student,6850.66,0.828,850,Declined,0
APP_0022805,CUST_024353,2023-01-15,84192,Car Purchase,Full-time,43056.99,0.664,586,Approved,0
APP_0022806,CUST_005714,2024-11-26,109790,Debt Consolidation,Full-time,33307.66,0.782,850,Declined,0
APP_0022807,CUST_020600,2024-07-05,58408,Home Purchase,Retired,106767.43,0.506,850,Declined,0
APP_0022808,CUST_014258,2022-10-03,259130,Business,Retired,82140.9,1.047,812,Approved,0
APP_0022809,CUST_016227,2024-03-28,19401,Personal,Full-time,23530.21,0.316,692,Declined,0
APP_0022810,CUST_011321,2023-06-13,82490,Home Improvement,Full-time,74357.92,0.757,685,Approved,0
APP_0022811,CUST_001776,2023-01-10,196941,Education,Full-time,78840.85,0.896,787,Approved,0
APP_0022812,CUST_019154,2022-07-23,13096,Business,Student,13584.62,0.36,697,Declined,0
APP_0022813,CUST_010108,2024-09-29,18415,Business,Part-time,9600.0,0.561,607,Declined,0
APP_0022814,CUST_009309,2024-09-19,22209,Car Purchase,Part-time,16792.42,0.818,652,Declined,0
APP_0022815,CUST_010148,2022-03-26,292094,Home Purchase,Part-time,74917.07,0.978,850,Approved,0
APP_0022816,CUST_010607,2022-08-22,67687,Education,Full-time,45345.66,0.72,670,Declined,0
APP_0022817,CUST_017033,2023-05-08,31237,Debt Consolidation,Part-time,15886.52,0.549,623,Declined,0
APP_0022818,CUST_010251,2023-04-28,106995,Education,Part-time,27439.31,1.322,850,Approved,0
APP_0022819,CUST_005538,2023-09-25,266330,Car Purchase,Retired,84205.63,0.778,844,Declined,0
APP_0022820,CUST_010720,2022-05-07,23278,Car Purchase,Full-time,21294.77,0.329,737,Declined,0
APP_0022821,CUST_019808,2023-10-14,257549,Education,Retired,94418.32,0.646,836,Declined,0
APP_0022822,CUST_010387,2024-10-30,80548,Home Purchase,Full-time,48711.53,0.694,773,Declined,0
APP_0022823,CUST_020166,2024-12-29,101833,Car Purchase,Full-time,64788.27,0.744,850,Approved,0
APP_0022824,CUST_020924,2024-09-29,41143,Home Improvement,Full-time,34805.9,0.595,737,Declined,0
APP_0022825,CUST_013667,2024-01-07,66310,Home Improvement,Retired,102593.25,0.651,751,Approved,0
APP_0022826,CUST_014495,2024-07-08,186486,Home Improvement,Full-time,58618.25,0.818,845,Declined,0
APP_0022827,CUST_015898,2023-03-27,577261,Car Purchase,Retired,150253.59,1.02,796,Declined,0
APP_0022828,CUST_017867,2023-10-02,27490,Home Purchase,Full-time,33037.88,0.595,605,Declined,0
APP_0022829,CUST_005614,2023-11-23,67616,Personal,Part-time,33198.08,0.517,748,Declined,0
APP_0022830,CUST_003159,2024-09-28,113832,Home Purchase,Part-time,48718.77,0.973,691,Approved,0
APP_0022831,CUST_019927,2023-12-04,103374,Debt Consolidation,Full-time,56816.53,0.852,733,Declined,0
APP_0022832,CUST_019343,2024-03-27,46638,Car Purchase,Part-time,26212.64,0.887,691,Declined,0
APP_0022833,CUST_013038,2024-10-29,25628,Debt Consolidation,Part-time,26164.57,0.679,687,Declined,0
APP_0022834,CUST_005027,2022-04-17,96900,Debt Consolidation,Full-time,45415.1,0.567,707,Declined,0
APP_0022835,CUST_023643,2024-03-18,105086,Home Purchase,Full-time,53612.85,0.805,684,Declined,0
APP_0022836,CUST_002505,2024-06-03,43343,Business,Full-time,40843.13,0.769,829,Approved,0
APP_0022837,CUST_000381,2024-03-13,16436,Home Improvement,Full-time,16000.0,0.315,539,Declined,0
APP_0022838,CUST_024555,2023-11-07,33335,Business,Full-time,64065.46,0.569,776,Approved,0
APP_0022839,CUST_021189,2022-12-01,4355,Debt Consolidation,Student,4642.05,0.464,707,Declined,0
APP_0022840,CUST_008532,2023-10-06,1000,Personal,Student,182.74,1.587,695,Declined,0
APP_0022841,CUST_007796,2022-05-02,29508,Business,Part-time,9809.74,0.91,785,Approved,1
APP_0022842,CUST_020728,2022-12-16,48656,Debt Consolidation,Part-time,28267.16,0.55,659,Approved,0
APP_0022843,CUST_004485,2024-06-10,8937,Personal,Unemployed,7919.8,0.589,804,Declined,0
APP_0022844,CUST_023933,2023-05-21,190866,Car Purchase,Full-time,57017.67,0.839,766,Declined,0
APP_0022845,CUST_008090,2024-08-18,16930,Education,Full-time,22025.33,0.311,653,Declined,0
APP_0022846,CUST_000601,2023-03-28,11687,Home Purchase,Part-time,14711.57,0.507,601,Declined,0
APP_0022847,CUST_015116,2024-09-16,20810,Business,Full-time,17802.52,0.374,586,Declined,0
APP_0022848,CUST_019326,2023-05-25,33601,Home Purchase,Full-time,54463.37,0.232,636,Declined,0
APP_0022849,CUST_023769,2024-06-28,172797,Debt Consolidation,Full-time,49969.42,0.855,775,Declined,0
APP_0022850,CUST_013206,2022-07-29,37310,Debt Consolidation,Full-time,21286.72,0.465,779,Approved,0
APP_0022851,CUST_013193,2024-12-30,245280,Car Purchase,Retired,96610.83,0.626,745,Declined,0
APP_0022852,CUST_003159,2022-04-11,128525,Home Improvement,Part-time,48718.77,1.123,691,Declined,0
APP_0022853,CUST_020227,2022-06-28,279889,Car Purchase,Retired,118824.47,0.683,709,Declined,0
APP_0022854,CUST_014171,2024-05-20,137887,Home Improvement,Full-time,59143.58,0.57,777,Declined,0
APP_0022855,CUST_022259,2023-06-05,70266,Personal,Full-time,47332.98,0.597,800,Approved,0
APP_0022856,CUST_024784,2023-11-12,269960,Education,Part-time,70488.15,1.323,842,Declined,0
APP_0022857,CUST_000298,2022-09-26,11520,Home Purchase,Student,9299.53,0.422,709,Declined,0
APP_0022858,CUST_013096,2022-12-23,180325,Car Purchase,Retired,80730.61,0.763,850,Declined,0
APP_0022859,CUST_000611,2024-09-09,7583,Personal,Part-time,9600.0,0.577,655,Declined,0
APP_0022860,CUST_012317,2023-06-01,101338,Home Improvement,Retired,97776.29,0.601,811,Declined,0
APP_0022861,CUST_007338,2024-09-06,120728,Business,Retired,156524.33,0.319,850,Approved,0
APP_0022862,CUST_022062,2022-03-22,3338,Home Improvement,Student,3319.78,0.344,680,Declined,0
APP_0022863,CUST_017831,2022-05-16,16226,Car Purchase,Full-time,27271.5,0.555,682,Approved,0
APP_0022864,CUST_020135,2024-08-19,6274,Car Purchase,Part-time,9600.0,0.389,698,Declined,0
APP_0022865,CUST_007513,2023-03-13,74727,Home Purchase,Full-time,47879.18,0.665,642,Declined,0
APP_0022866,CUST_020581,2023-12-17,16763,Car Purchase,Student,9929.0,0.557,688,Approved,0
APP_0022867,CUST_012183,2022-11-29,185025,Car Purchase,Retired,113818.85,0.489,804,Declined,0
APP_0022868,CUST_023638,2024-02-07,16225,Debt Consolidation,Part-time,22245.52,0.743,742,Declined,0
APP_0022869,CUST_009834,2024-01-28,28720,Home Purchase,Student,8635.67,1.173,776,Declined,0
APP_0022870,CUST_010690,2024-06-05,19611,Home Improvement,Part-time,9600.0,0.943,658,Declined,0
APP_0022871,CUST_022040,2023-10-19,166963,Business,Full-time,58804.64,0.763,690,Declined,0
APP_0022872,CUST_001607,2022-08-02,43634,Personal,Full-time,44634.71,0.363,615,Declined,0
APP_0022873,CUST_018077,2023-09-15,80510,Personal,Full-time,55863.35,0.82,850,Approved,0
APP_0022874,CUST_006112,2024-11-14,119925,Home Purchase,Retired,59721.06,0.803,850,Declined,0
APP_0022875,CUST_019392,2022-11-02,1299,Education,Student,1260.63,0.584,571,Declined,0
APP_0022876,CUST_020839,2024-02-24,152300,Home Improvement,Full-time,40129.11,1.264,754,Approved,0
APP_0022877,CUST_023787,2024-06-25,96297,Personal,Full-time,73421.81,0.754,850,Declined,0
APP_0022878,CUST_024464,2023-08-12,94512,Home Improvement,Full-time,51000.21,0.503,706,Declined,0
APP_0022879,CUST_022752,2023-07-03,147425,Home Purchase,Full-time,69871.09,0.743,734,Declined,0
APP_0022880,CUST_012956,2023-03-30,143168,Debt Consolidation,Full-time,43936.56,0.987,784,Approved,0
APP_0022881,CUST_024042,2024-05-24,85663,Business,Full-time,41440.61,0.887,653,Declined,0
APP_0022882,CUST_024166,2024-08-24,90341,Car Purchase,Full-time,26316.26,0.947,776,Approved,0
APP_0022883,CUST_018860,2024-02-06,115158,Debt Consolidation,Full-time,50346.45,0.566,794,Approved,0
APP_0022884,CUST_005163,2024-11-20,33070,Car Purchase,Full-time,31342.52,0.662,600,Declined,0
APP_0022885,CUST_001743,2023-12-23,116838,Business,Full-time,61984.16,0.482,669,Declined,0
APP_0022886,CUST_014632,2024-06-04,86832,Home Purchase,Part-time,46326.17,0.944,777,Approved,0
APP_0022887,CUST_002655,2022-05-14,37689,Personal,Full-time,19926.82,0.91,685,Declined,0
APP_0022888,CUST_015643,2024-01-14,347579,Business,Retired,146273.58,0.586,719,Declined,0
APP_0022889,CUST_010620,2024-05-10,85951,Education,Self-employed,110006.08,0.52,840,Declined,0
APP_0022890,CUST_009937,2024-09-01,104309,Education,Full-time,31176.99,1.073,751,Approved,0
APP_0022891,CUST_005976,2024-09-08,157330,Home Improvement,Full-time,58025.9,0.752,766,Declined,0
APP_0022892,CUST_003950,2022-08-27,101022,Education,Part-time,38830.76,1.067,850,Declined,0
APP_0022893,CUST_021958,2022-07-29,14584,Home Purchase,Full-time,16000.0,0.296,627,Declined,0
APP_0022894,CUST_004291,2022-02-01,37041,Business,Part-time,20188.56,0.555,745,Approved,0
APP_0022895,CUST_008387,2022-03-10,77474,Home Purchase,Contract,55951.11,0.785,688,Declined,0
APP_0022896,CUST_002172,2024-05-04,292490,Home Purchase,Retired,114678.33,0.655,766,Approved,0
APP_0022897,CUST_022935,2024-09-28,14107,Education,Unemployed,7655.13,0.713,653,Declined,0
APP_0022898,CUST_003115,2022-07-11,213879,Business,Full-time,71621.03,1.074,685,Declined,0
APP_0022899,CUST_005774,2022-02-06,112660,Debt Consolidation,Part-time,102404.87,0.586,850,Declined,0
APP_0022900,CUST_020251,2022-02-16,188502,Home Purchase,Full-time,48341.41,1.324,785,Approved,0
APP_0022901,CUST_015668,2022-06-01,126595,Business,Full-time,61460.32,0.948,743,Declined,0
APP_0022902,CUST_012332,2023-02-01,24203,Home Purchase,Part-time,42186.3,0.388,684,Approved,0
APP_0022903,CUST_004968,2022-10-04,221330,Debt Consolidation,Part-time,84102.5,1.09,833,Declined,0
APP_0022904,CUST_018653,2024-02-23,4872,Car Purchase,Unemployed,1782.21,0.687,814,Approved,0
APP_0022905,CUST_018770,2023-09-26,108084,Business,Full-time,44958.77,0.888,828,Declined,0
APP_0022906,CUST_009204,2024-11-03,116957,Home Improvement,Full-time,43947.37,0.997,807,Declined,0
APP_0022907,CUST_015489,2023-10-09,322796,Education,Retired,166840.95,0.52,784,Approved,0
APP_0022908,CUST_017537,2024-07-15,160909,Business,Full-time,46529.17,1.037,850,Declined,0
APP_0022909,CUST_020739,2022-03-31,108509,Education,Full-time,76387.95,0.702,774,Approved,0
APP_0022910,CUST_018648,2023-09-06,69098,Business,Full-time,35005.66,0.753,700,Declined,0
APP_0022911,CUST_014104,2022-10-11,9631,Business,Student,4872.23,0.757,774,Declined,0
APP_0022912,CUST_003503,2023-05-12,59486,Home Improvement,Part-time,36941.63,0.911,706,Declined,0
APP_0022913,CUST_001128,2022-05-14,13670,Education,Student,5068.52,0.66,705,Declined,0
APP_0022914,CUST_024833,2023-05-15,107897,Business,Retired,132593.63,0.646,850,Declined,0
APP_0022915,CUST_019664,2024-01-29,261933,Car Purchase,Full-time,67693.95,1.325,821,Approved,0
APP_0022916,CUST_004705,2023-05-18,39655,Home Purchase,Part-time,62271.07,0.422,677,Declined,0
APP_0022917,CUST_013962,2024-06-29,153335,Debt Consolidation,Retired,98195.49,0.837,850,Declined,0
APP_0022918,CUST_021786,2023-06-13,3264,Debt Consolidation,Student,2863.44,0.604,697,Declined,0
APP_0022919,CUST_019722,2022-06-17,41284,Education,Part-time,16932.13,1.03,692,Declined,0
APP_0022920,CUST_021842,2023-01-29,211077,Personal,Retired,91417.0,0.757,730,Declined,0
APP_0022921,CUST_008636,2024-06-24,76737,Car Purchase,Retired,87099.27,0.677,850,Declined,0
APP_0022922,CUST_013767,2022-03-08,332112,Business,Retired,98438.91,1.065,850,Declined,0
APP_0022923,CUST_016917,2024-05-27,159620,Home Improvement,Full-time,55331.97,0.924,688,Approved,0
APP_0022924,CUST_004738,2024-12-22,51808,Personal,Self-employed,76552.84,0.256,668,Approved,0
APP_0022925,CUST_015633,2023-09-10,18466,Home Purchase,Student,6914.98,1.049,738,Declined,0
APP_0022926,CUST_021543,2023-11-23,287044,Debt Consolidation,Full-time,87770.46,1.141,850,Approved,0
APP_0022927,CUST_019058,2022-06-02,412731,Car Purchase,Retired,134615.58,1.115,850,Declined,0
APP_0022928,CUST_022371,2024-09-09,141273,Home Improvement,Self-employed,47359.96,1.078,717,Declined,0
APP_0022929,CUST_013230,2024-12-19,10191,Car Purchase,Student,14364.2,0.598,703,Declined,0
APP_0022930,CUST_009446,2024-11-07,6175,Education,Student,6755.92,0.486,544,Declined,0
APP_0022931,CUST_023928,2022-01-22,49234,Car Purchase,Full-time,44182.36,0.625,696,Approved,0
APP_0022932,CUST_022915,2024-10-28,21990,Debt Consolidation,Student,11684.71,0.509,745,Declined,0
APP_0022933,CUST_005109,2024-03-05,74291,Business,Full-time,30095.29,0.891,765,Declined,0
APP_0022934,CUST_019598,2022-01-13,20218,Personal,Student,13500.67,0.886,701,Declined,0
APP_0022935,CUST_009540,2022-01-03,61694,Home Purchase,Part-time,36404.47,0.873,628,Declined,0
APP_0022936,CUST_009530,2023-02-16,24657,Home Improvement,Student,12219.98,0.964,750,Declined,0
APP_0022937,CUST_021106,2024-09-07,42127,Home Purchase,Full-time,40789.9,0.675,850,Declined,0
APP_0022938,CUST_010912,2023-07-03,103346,Home Improvement,Full-time,36000.3,0.85,731,Declined,0
APP_0022939,CUST_011030,2024-03-10,110172,Personal,Full-time,42310.33,0.808,752,Declined,0
APP_0022940,CUST_001283,2024-12-15,7691,Debt Consolidation,Part-time,10097.22,0.428,622,Approved,0
APP_0022941,CUST_011457,2024-01-22,131415,Home Improvement,Full-time,67035.79,0.839,825,Approved,0
APP_0022942,CUST_016260,2022-10-12,18658,Car Purchase,Student,12407.84,0.822,796,Declined,0
APP_0022943,CUST_005775,2023-02-28,55842,Business,Full-time,46389.35,0.344,708,Declined,0
APP_0022944,CUST_010697,2022-09-01,15695,Debt Consolidation,Part-time,12098.34,0.489,621,Declined,0
APP_0022945,CUST_023324,2024-10-20,104530,Business,Full-time,63039.06,0.735,830,Approved,0
APP_0022946,CUST_009280,2022-09-29,29994,Business,Full-time,16577.5,0.615,706,Declined,0
APP_0022947,CUST_021127,2024-01-22,160347,Home Improvement,Retired,52766.01,1.151,824,Declined,0
APP_0022948,CUST_021637,2024-11-12,233838,Home Improvement,Full-time,85961.8,0.926,850,Approved,0
APP_0022949,CUST_011439,2024-09-22,98869,Home Purchase,Self-employed,48946.53,0.689,663,Approved,0
APP_0022950,CUST_012704,2023-04-01,84578,Education,Full-time,51979.01,0.529,822,Approved,0
APP_0022951,CUST_003587,2024-12-11,18319,Home Improvement,Full-time,16000.0,0.813,643,Declined,0
APP_0022952,CUST_009329,2024-07-04,149806,Car Purchase,Contract,40659.44,1.062,772,Declined,0
APP_0022953,CUST_018387,2023-09-05,81395,Personal,Full-time,39638.67,0.836,850,Approved,0
APP_0022954,CUST_015700,2023-10-20,116053,Home Improvement,Retired,138489.85,0.492,850,Declined,0
APP_0022955,CUST_023748,2023-06-28,267067,Debt Consolidation,Self-employed,116524.91,0.668,850,Declined,0
APP_0022956,CUST_011683,2024-12-29,32978,Car Purchase,Part-time,24259.2,0.419,694,Declined,0
APP_0022957,CUST_010908,2024-10-21,123426,Car Purchase,Part-time,45414.29,0.841,727,Approved,0
APP_0022958,CUST_005296,2022-07-19,114856,Personal,Part-time,62819.38,0.496,730,Declined,0
APP_0022959,CUST_012948,2024-08-19,84493,Personal,Retired,93073.91,0.344,850,Approved,0
APP_0022960,CUST_002267,2023-04-08,376446,Home Purchase,Self-employed,119356.22,0.97,800,Declined,0
APP_0022961,CUST_015822,2024-03-13,212815,Business,Self-employed,53694.7,1.036,850,Declined,0
APP_0022962,CUST_001427,2022-11-05,145841,Education,Full-time,36817.11,0.952,824,Declined,0
APP_0022963,CUST_016121,2022-03-11,78008,Debt Consolidation,Retired,135274.13,0.71,850,Declined,0
APP_0022964,CUST_019426,2023-06-21,11784,Debt Consolidation,Full-time,16000.0,0.347,755,Approved,0
APP_0022965,CUST_022933,2022-06-28,79201,Business,Full-time,53042.77,0.866,789,Approved,0
APP_0022966,CUST_014087,2023-12-11,12813,Debt Consolidation,Student,12133.12,0.472,513,Declined,0
APP_0022967,CUST_003876,2022-07-13,14527,Home Purchase,Full-time,16000.0,0.339,748,Approved,0
APP_0022968,CUST_020838,2024-06-29,267196,Home Improvement,Retired,94681.93,0.738,837,Declined,0
APP_0022969,CUST_001489,2023-12-23,20372,Business,Part-time,13646.87,0.59,669,Declined,0
APP_0022970,CUST_023647,2022-08-30,68606,Car Purchase,Part-time,32650.15,0.867,774,Declined,0
APP_0022971,CUST_018985,2023-05-31,41386,Home Purchase,Full-time,74539.42,0.63,596,Declined,0
APP_0022972,CUST_004857,2022-04-10,67226,Personal,Self-employed,113923.0,0.458,786,Approved,0
APP_0022973,CUST_011110,2022-10-07,165054,Car Purchase,Full-time,59188.83,0.989,706,Declined,0
APP_0022974,CUST_002005,2024-10-10,90194,Business,Self-employed,44767.26,0.721,783,Declined,0
APP_0022975,CUST_020712,2022-12-04,35798,Home Improvement,Full-time,47461.61,0.746,684,Declined,0
APP_0022976,CUST_008245,2023-02-02,265711,Education,Self-employed,72783.06,1.206,832,Declined,0
APP_0022977,CUST_022716,2022-11-16,13054,Business,Unemployed,4237.08,0.908,781,Approved,0
APP_0022978,CUST_023496,2023-01-01,68216,Car Purchase,Contract,46996.01,0.404,597,Approved,1
APP_0022979,CUST_013305,2023-05-24,3142,Home Improvement,Student,2510.47,0.561,737,Declined,0
APP_0022980,CUST_021546,2022-12-27,45969,Education,Full-time,16000.0,0.719,737,Declined,0
APP_0022981,CUST_002494,2023-11-03,249921,Home Purchase,Full-time,74804.76,1.066,850,Declined,0
APP_0022982,CUST_006885,2023-12-21,42276,Debt Consolidation,Full-time,24379.91,0.46,774,Approved,0
APP_0022983,CUST_003097,2023-08-03,62215,Business,Full-time,27360.58,0.718,693,Approved,0
APP_0022984,CUST_003689,2024-11-15,89077,Home Improvement,Full-time,24471.96,0.849,759,Declined,0
APP_0022985,CUST_020225,2023-11-27,4021,Home Purchase,Student,3350.33,0.402,637,Declined,0
APP_0022986,CUST_022550,2024-11-22,71120,Debt Consolidation,Part-time,79105.81,0.309,850,Approved,0
APP_0022987,CUST_019262,2024-01-22,526509,Business,Retired,155669.31,1.193,826,Declined,0
APP_0022988,CUST_004931,2024-02-13,37240,Home Purchase,Full-time,29794.96,0.785,618,Declined,0
APP_0022989,CUST_022794,2023-11-22,270212,Car Purchase,Part-time,69904.58,1.246,764,Approved,0
APP_0022990,CUST_011838,2022-11-27,8449,Home Purchase,Student,12728.14,0.244,682,Declined,0
APP_0022991,CUST_000440,2023-01-25,38903,Car Purchase,Part-time,33834.8,0.403,523,Approved,0
APP_0022992,CUST_013192,2022-07-22,6690,Education,Student,6269.98,0.702,712,Declined,0
APP_0022993,CUST_018628,2023-08-26,141594,Debt Consolidation,Full-time,50590.44,1.147,666,Approved,0
APP_0022994,CUST_016001,2023-06-05,184911,Personal,Full-time,81498.62,0.786,744,Declined,0
APP_0022995,CUST_012771,2024-04-06,237495,Car Purchase,Full-time,106026.67,0.811,836,Approved,0
APP_0022996,CUST_009597,2024-01-19,175015,Home Improvement,Full-time,59916.73,0.992,850,Approved,0
APP_0022997,CUST_003391,2023-05-17,112055,Business,Part-time,28546.8,0.927,781,Declined,0
APP_0022998,CUST_009949,2022-03-16,12098,Business,Student,7550.15,0.84,692,Declined,0
APP_0022999,CUST_008891,2022-11-18,8594,Personal,Part-time,9600.0,0.532,593,Declined,0
APP_0023000,CUST_011171,2024-10-30,117815,Home Purchase,Full-time,44921.3,0.671,787,Approved,0
APP_0023001,CUST_015371,2022-04-19,23715,Car Purchase,Unemployed,7844.16,0.811,800,Approved,0
APP_0023002,CUST_023446,2022-01-15,58810,Home Improvement,Full-time,46475.91,0.39,721,Approved,0
APP_0023003,CUST_008896,2023-04-11,74065,Personal,Retired,130923.97,0.599,792,Declined,0
APP_0023004,CUST_001618,2024-10-02,29915,Home Purchase,Full-time,33801.53,0.638,704,Declined,0
APP_0023005,CUST_012022,2024-07-05,20575,Personal,Part-time,9600.0,0.546,682,Declined,0
APP_0023006,CUST_018601,2023-11-11,40002,Home Purchase,Full-time,77040.38,0.586,811,Approved,1
APP_0023007,CUST_014993,2024-07-19,13118,Business,Part-time,9600.0,0.449,597,Declined,0
APP_0023008,CUST_013062,2022-05-24,94324,Personal,Full-time,65455.04,0.542,776,Declined,0
APP_0023009,CUST_019089,2023-02-03,31563,Car Purchase,Part-time,16022.68,0.804,682,Declined,0
APP_0023010,CUST_021626,2022-01-02,92754,Car Purchase,Full-time,58685.28,0.88,552,Declined,0
APP_0023011,CUST_016398,2024-01-01,237866,Car Purchase,Retired,92306.7,0.879,684,Declined,0
APP_0023012,CUST_013973,2024-01-12,48483,Education,Self-employed,92522.45,0.25,662,Declined,0
APP_0023013,CUST_024083,2022-04-27,55340,Education,Full-time,40705.62,0.758,669,Declined,0
APP_0023014,CUST_011064,2024-09-04,87809,Business,Part-time,30501.5,1.013,788,Declined,0
APP_0023015,CUST_003275,2024-12-01,15400,Car Purchase,Part-time,20558.26,0.341,708,Declined,0
APP_0023016,CUST_003889,2024-09-02,4259,Car Purchase,Student,4875.42,0.588,708,Declined,0
APP_0023017,CUST_008224,2022-10-11,347514,Car Purchase,Self-employed,99429.78,0.878,850,Approved,0
APP_0023018,CUST_023539,2024-03-03,30650,Business,Full-time,44662.0,0.372,761,Approved,0
APP_0023019,CUST_019216,2022-02-16,14004,Education,Student,13348.49,0.748,531,Declined,0
APP_0023020,CUST_006603,2023-10-04,40410,Personal,Student,13937.12,0.891,850,Declined,0
APP_0023021,CUST_024980,2022-05-13,27275,Education,Part-time,21915.04,0.6,640,Declined,0
APP_0023022,CUST_006305,2024-10-22,37770,Personal,Full-time,32520.71,0.373,747,Approved,0
APP_0023023,CUST_020336,2024-06-14,62859,Home Improvement,Full-time,66881.75,0.621,813,Declined,0
APP_0023024,CUST_019693,2024-07-15,48878,Personal,Full-time,28578.27,0.84,786,Approved,0
APP_0023025,CUST_005605,2022-02-24,15703,Home Purchase,Student,10573.57,0.896,612,Declined,0
APP_0023026,CUST_024876,2024-01-18,66016,Debt Consolidation,Part-time,23038.47,0.976,673,Declined,0
APP_0023027,CUST_022327,2023-02-15,31409,Car Purchase,Part-time,25868.03,0.37,688,Declined,0
APP_0023028,CUST_017652,2023-09-05,27399,Car Purchase,Part-time,9612.33,0.729,686,Declined,0
APP_0023029,CUST_021974,2023-09-03,31532,Business,Part-time,20269.61,0.82,595,Declined,0
APP_0023030,CUST_023013,2023-10-03,37594,Home Purchase,Part-time,9600.0,1.02,830,Declined,0
APP_0023031,CUST_004574,2024-07-27,30089,Debt Consolidation,Part-time,15749.6,0.947,594,Declined,0
APP_0023032,CUST_009279,2024-02-12,45141,Personal,Full-time,28664.52,0.533,850,Approved,0
APP_0023033,CUST_024824,2024-11-04,257076,Business,Retired,112689.16,0.985,778,Declined,0
APP_0023034,CUST_004525,2023-03-01,62903,Personal,Full-time,75663.41,0.386,850,Approved,0
APP_0023035,CUST_022387,2024-01-08,125988,Home Purchase,Retired,110858.93,0.667,802,Declined,0
APP_0023036,CUST_002387,2022-08-24,74968,Car Purchase,Full-time,67191.13,0.365,850,Approved,0
APP_0023037,CUST_016413,2022-05-20,163353,Car Purchase,Full-time,45562.1,1.193,814,Approved,0
APP_0023038,CUST_019583,2023-12-15,168436,Home Purchase,Retired,105763.53,0.659,698,Declined,0
APP_0023039,CUST_022350,2022-07-05,251128,Car Purchase,Part-time,65309.67,1.137,850,Declined,0
APP_0023040,CUST_011758,2022-09-22,1000,Education,Student,593.32,0.472,583,Declined,0
APP_0023041,CUST_010316,2023-03-27,60645,Car Purchase,Part-time,39394.74,0.87,615,Declined,0
APP_0023042,CUST_000529,2022-12-24,236465,Home Improvement,Full-time,84659.49,1.084,719,Declined,0
