transaction_id,customer_id,transaction_date,amount,merchant_category,transaction_type,location,device_info,fraud_flag,investigation_status
TXN_00007315,CUST_016976,2022-07-03 12:36:10,5.51,Groceries,Purchase,Manchester,Contactless,0,Not Investigated
TXN_00007316,CUST_000312,2022-09-18 01:34:09,1.0,Groceries,Purchase,Glasgow,Chip,0,Not Investigated
TXN_00007317,CUST_004263,2023-11-14 12:25:07,2.42,Groceries,Purchase,Newcastle,Chip,0,Not Investigated
TXN_00007318,CUST_014352,2023-07-15 17:10:07,51.46,Entertainment,Purchase,London,Mobile,0,Not Investigated
TXN_00007319,CUST_011022,2024-09-06 15:28:36,168.85,Groceries,Purchase,Cardiff,Mobile,0,Not Investigated
TXN_00007320,CUST_020817,2022-03-01 09:54:32,33.39,Travel,Purchase,Glasgow,ATM,0,Not Investigated
TXN_00007321,CUST_021477,2024-06-10 22:18:50,57.1,Utilities,Purchase,Cardiff,ATM,0,Not Investigated
TXN_00007322,CUST_017625,2022-08-05 07:29:07,7.57,Fuel,Purchase,Birmingham,Chip,0,Not Investigated
TXN_00007323,CUST_018122,2023-02-28 15:05:09,16.73,Entertainment,Purchase,Cardiff,Mobile,0,Not Investigated
TXN_00007324,CUST_019882,2023-04-01 15:21:36,6.91,Entertainment,Purchase,Newcastle,Mobile,0,Not Investigated
TXN_00007325,CUST_016157,2024-02-25 18:24:44,647.12,Healthcare,Purchase,Bristol,Contactless,0,Not Investigated
TXN_00007326,CUST_010323,2024-02-15 11:40:50,62.21,Fuel,Purchase,Bristol,ATM,0,Not Investigated
TXN_00007327,CUST_024022,2024-09-23 16:24:06,43.88,Online Shopping,Purchase,Bristol,Mobile,0,Not Investigated
TXN_00007328,CUST_021268,2024-11-27 00:14:55,29.46,Groceries,Purchase,Manchester,Desktop,0,Not Investigated
TXN_00007329,CUST_009046,2024-11-05 12:43:07,190.66,Utilities,Purchase,Cardiff,Contactless,0,Not Investigated
TXN_00007330,CUST_006205,2022-11-14 01:49:03,37.56,Fuel,Purchase,London,Desktop,0,Not Investigated
TXN_00007331,CUST_023280,2024-01-22 00:09:09,574.86,Online Shopping,Purchase,Sheffield,Desktop,0,Not Investigated
TXN_00007332,CUST_019800,2022-10-15 08:46:27,74.04,Utilities,Purchase,London,ATM,0,Not Investigated
TXN_00007333,CUST_014829,2022-08-18 18:34:04,32.19,Online Shopping,Purchase,Liverpool,ATM,0,Not Investigated
TXN_00007334,CUST_003599,2023-12-13 04:25:20,1125.26,Utilities,Purchase,Bristol,Contactless,0,Not Investigated
TXN_00007335,CUST_000410,2024-01-06 13:55:10,62.37,Entertainment,Purchase,Liverpool,Contactless,0,Not Investigated
TXN_00007336,CUST_015603,2024-09-28 01:07:06,8.82,Groceries,Purchase,Newcastle,ATM,0,Not Investigated
TXN_00007337,CUST_001145,2022-03-08 04:31:13,1.0,Entertainment,Purchase,Cardiff,ATM,0,Not Investigated
TXN_00007338,CUST_012747,2024-09-23 14:29:08,259.51,Groceries,Purchase,Sheffield,Mobile,0,Not Investigated
TXN_00007339,CUST_023016,2022-05-23 18:08:55,176.05,Restaurants,Purchase,Liverpool,Desktop,0,Not Investigated
TXN_00007340,CUST_007881,2023-05-20 17:47:00,10.13,Restaurants,Purchase,Glasgow,Contactless,0,Not Investigated
TXN_00007341,CUST_009592,2023-07-19 08:59:44,104.1,Online Shopping,Purchase,Birmingham,Mobile,0,Not Investigated
TXN_00007342,CUST_023914,2024-08-17 21:04:23,33.63,Fuel,Purchase,Newcastle,Contactless,0,Not Investigated
TXN_00007343,CUST_017250,2022-02-25 21:34:36,39.2,ATM,ATM Withdrawal,Liverpool,Contactless,0,Not Investigated
TXN_00007344,CUST_002331,2022-03-24 16:43:38,188.07,Groceries,Purchase,Leeds,Mobile,0,Not Investigated
TXN_00007345,CUST_011709,2024-11-24 08:05:43,94.99,Utilities,Purchase,Glasgow,Desktop,0,Not Investigated
TXN_00007346,CUST_014820,2023-05-16 13:13:11,86.27,Restaurants,Purchase,Glasgow,Chip,0,Not Investigated
TXN_00007347,CUST_000115,2022-11-06 21:12:30,100.0,Online Shopping,Purchase,Sheffield,Chip,0,Not Investigated
TXN_00007348,CUST_001874,2024-02-03 04:50:54,33.58,Online Shopping,Purchase,Bristol,Contactless,0,Not Investigated
TXN_00007349,CUST_020581,2023-10-20 22:14:12,5.4,Restaurants,Purchase,Newcastle,Chip,0,Not Investigated
TXN_00007350,CUST_015757,2024-10-03 12:33:43,79.01,Entertainment,Purchase,Bristol,Mobile,0,Not Investigated
TXN_00007351,CUST_011971,2022-06-04 04:39:29,27.76,Restaurants,Purchase,Bristol,Contactless,0,Not Investigated
TXN_00007352,CUST_005318,2022-12-20 19:40:59,19.46,Restaurants,Purchase,Bristol,ATM,0,Not Investigated
TXN_00007353,CUST_021921,2022-02-19 17:53:31,35.99,Restaurants,Purchase,Newcastle,Desktop,0,Not Investigated
TXN_00007354,CUST_006872,2024-12-21 08:30:48,66.17,Online Shopping,Purchase,Glasgow,Chip,0,Not Investigated
TXN_00007355,CUST_000632,2024-05-16 00:07:32,47.04,Groceries,Purchase,Cardiff,Contactless,0,Not Investigated
TXN_00007356,CUST_024856,2022-06-11 05:30:41,78.64,Fuel,Purchase,Cardiff,ATM,0,Not Investigated
TXN_00007357,CUST_019206,2023-11-08 23:33:49,58.53,Restaurants,Purchase,Cardiff,Desktop,0,Not Investigated
TXN_00007358,CUST_019627,2023-11-13 06:42:31,179.11,Restaurants,Purchase,Liverpool,Mobile,0,Not Investigated
TXN_00007359,CUST_002365,2024-01-31 00:37:53,642.39,Fuel,Purchase,Newcastle,Contactless,0,Not Investigated
TXN_00007360,CUST_000316,2024-10-30 04:14:20,54.45,Groceries,Purchase,Leeds,Contactless,0,Not Investigated
TXN_00007361,CUST_021762,2022-07-18 08:01:24,27.04,Healthcare,Purchase,Birmingham,ATM,0,Not Investigated
TXN_00007362,CUST_010255,2024-12-22 14:02:34,23.15,Entertainment,Purchase,Newcastle,ATM,0,Not Investigated
TXN_00007363,CUST_007686,2022-02-08 07:46:40,118.63,Fuel,Purchase,Sheffield,Chip,0,Not Investigated
TXN_00007364,CUST_009410,2024-02-21 19:33:31,91.08,Groceries,Purchase,Manchester,Desktop,0,Not Investigated
TXN_00007365,CUST_024298,2022-01-07 14:06:12,1.64,Restaurants,Purchase,Newcastle,Mobile,0,Not Investigated
TXN_00007366,CUST_023257,2024-08-21 13:48:36,421.45,Entertainment,Purchase,Birmingham,Chip,0,Not Investigated
TXN_00007367,CUST_011489,2023-08-26 08:15:04,105.72,Entertainment,Purchase,Sheffield,Contactless,0,Not Investigated
TXN_00007368,CUST_019005,2023-02-24 09:10:21,31.87,Groceries,Purchase,Bristol,Desktop,0,Not Investigated
TXN_00007369,CUST_003132,2024-06-15 15:24:52,3.07,Online Shopping,Purchase,Sheffield,ATM,0,Not Investigated
TXN_00007370,CUST_010296,2022-09-12 00:14:52,80.18,Healthcare,Purchase,London,Contactless,0,Not Investigated
TXN_00007371,CUST_019511,2024-12-03 14:56:52,22.49,Online Shopping,Purchase,Cardiff,Chip,0,Not Investigated
TXN_00007372,CUST_018226,2024-01-19 18:32:50,20.74,Groceries,Purchase,Glasgow,Contactless,0,Not Investigated
TXN_00007373,CUST_024013,2022-06-01 09:20:36,11.97,Restaurants,Purchase,Leeds,Mobile,0,Not Investigated
TXN_00007374,CUST_022522,2023-08-15 09:53:23,5.37,Travel,Purchase,Leeds,Chip,0,Not Investigated
TXN_00007375,CUST_002090,2023-12-23 15:51:01,114.45,Restaurants,Purchase,Newcastle,ATM,0,Not Investigated
TXN_00007376,CUST_021316,2022-08-27 20:58:12,82.59,Online Shopping,Purchase,Newcastle,Chip,0,Not Investigated
TXN_00007377,CUST_003529,2024-12-29 11:37:41,522.25,Utilities,Purchase,Bristol,Desktop,0,Not Investigated
TXN_00007378,CUST_012537,2024-07-30 08:54:54,4.01,Online Shopping,Purchase,Cardiff,Chip,0,Not Investigated
TXN_00007379,CUST_024350,2023-10-13 05:34:27,47.31,Fuel,Purchase,Birmingham,Mobile,0,Not Investigated
TXN_00007380,CUST_018363,2024-06-11 01:13:45,15.82,Groceries,Purchase,London,ATM,0,Not Investigated
TXN_00007381,CUST_006109,2022-07-06 10:06:00,80.15,Entertainment,Purchase,Cardiff,Mobile,0,Not Investigated
TXN_00007382,CUST_006435,2022-12-13 23:59:21,77.41,Groceries,Purchase,Bristol,Contactless,0,Not Investigated
TXN_00007383,CUST_005556,2023-08-24 03:49:18,125.45,Groceries,Purchase,Bristol,Contactless,0,Not Investigated
TXN_00007384,CUST_005806,2022-03-17 07:53:02,15.11,Entertainment,Purchase,Cardiff,Desktop,0,Not Investigated
TXN_00007385,CUST_000003,2024-05-25 19:06:57,12.38,Fuel,Purchase,Liverpool,Mobile,0,Not Investigated
TXN_00007386,CUST_023109,2023-05-13 13:13:03,183.11,Entertainment,Purchase,Sheffield,ATM,0,Not Investigated
TXN_00007387,CUST_010274,2024-09-09 02:01:28,38.94,Healthcare,Purchase,Newcastle,Chip,0,Not Investigated
TXN_00007388,CUST_002128,2022-11-21 23:14:24,410.17,Utilities,Purchase,Sheffield,Contactless,0,Not Investigated
TXN_00007389,CUST_007400,2024-08-09 00:07:42,66.25,Groceries,Purchase,Birmingham,ATM,0,Not Investigated
TXN_00007390,CUST_013903,2022-11-21 18:15:37,223.92,Utilities,Purchase,Birmingham,ATM,0,Not Investigated
TXN_00007391,CUST_008329,2023-02-22 07:55:00,8.98,Online Shopping,Purchase,Sheffield,ATM,0,Not Investigated
TXN_00007392,CUST_010133,2024-07-27 21:29:47,54.26,Groceries,Purchase,Bristol,ATM,0,Not Investigated
TXN_00007393,CUST_020978,2022-10-13 16:43:50,23.0,Restaurants,Purchase,Manchester,Desktop,0,Not Investigated
TXN_00007394,CUST_005293,2022-11-27 23:34:45,38.7,Healthcare,Purchase,Cardiff,Chip,0,Not Investigated
TXN_00007395,CUST_001516,2022-01-09 05:07:31,25.9,Restaurants,Purchase,Leeds,Contactless,0,Not Investigated
TXN_00007396,CUST_009783,2023-09-05 13:09:06,37.14,Healthcare,Purchase,Bristol,Mobile,0,Not Investigated
TXN_00007397,CUST_024533,2024-01-04 17:16:56,711.05,Groceries,Purchase,Leeds,Desktop,0,Not Investigated
TXN_00007398,CUST_002508,2024-07-21 15:01:00,25.46,Online Shopping,Purchase,Newcastle,Mobile,0,Not Investigated
TXN_00007399,CUST_005106,2023-03-27 01:32:29,2.29,Restaurants,Purchase,Leeds,ATM,0,Not Investigated
TXN_00007400,CUST_008864,2023-10-09 13:15:02,1.0,Transfer,Transfer,Sheffield,ATM,0,Not Investigated
TXN_00007401,CUST_005537,2023-12-05 16:04:54,10.31,Fuel,Purchase,Leeds,ATM,0,Not Investigated
TXN_00007402,CUST_014732,2022-11-27 21:25:36,177.54,Fuel,Purchase,Newcastle,Chip,0,Not Investigated
TXN_00007403,CUST_021923,2022-11-07 23:48:29,16.84,Restaurants,Purchase,Liverpool,ATM,0,Not Investigated
TXN_00007404,CUST_018406,2022-04-10 19:08:14,195.94,Fuel,Purchase,Bristol,Contactless,0,Not Investigated
TXN_00007405,CUST_020907,2023-08-30 13:50:57,17.28,Fuel,Purchase,Manchester,Mobile,0,Not Investigated
TXN_00007406,CUST_007542,2024-01-19 01:48:48,458.11,Utilities,Purchase,Glasgow,Contactless,0,Not Investigated
TXN_00007407,CUST_001122,2022-04-27 11:40:35,91.25,Utilities,Purchase,Sheffield,ATM,0,Not Investigated
TXN_00007408,CUST_014372,2024-09-18 22:11:19,2.49,Healthcare,Purchase,Leeds,ATM,0,Not Investigated
TXN_00007409,CUST_017403,2024-06-16 05:06:54,54.01,Groceries,Purchase,Sheffield,Contactless,0,Not Investigated
TXN_00007410,CUST_006558,2024-04-16 00:32:24,88.03,Online Shopping,Purchase,Manchester,Desktop,0,Not Investigated
TXN_00007411,CUST_009566,2024-04-29 12:01:31,55.16,Online Shopping,Purchase,Bristol,Mobile,0,Not Investigated
TXN_00007412,CUST_018952,2023-04-22 06:07:22,43.56,Groceries,Purchase,Manchester,Mobile,0,Not Investigated
TXN_00007413,CUST_016451,2023-09-05 16:55:39,63.41,Restaurants,Purchase,Cardiff,ATM,0,Not Investigated
TXN_00007414,CUST_004738,2023-10-11 06:47:18,150.84,Online Shopping,Purchase,Leeds,Desktop,0,Not Investigated
TXN_00007415,CUST_021108,2022-06-28 07:43:38,64.04,Restaurants,Purchase,Cardiff,Mobile,0,Not Investigated
TXN_00007416,CUST_000382,2022-12-26 09:55:53,1456.85,Fuel,Purchase,Leeds,Chip,0,Not Investigated
TXN_00007417,CUST_003106,2023-01-11 04:59:43,70.95,Restaurants,Purchase,Liverpool,Contactless,0,Not Investigated
TXN_00007418,CUST_003037,2024-06-11 15:11:22,3.52,Restaurants,Purchase,London,Contactless,0,Not Investigated
TXN_00007419,CUST_022445,2022-07-29 17:18:51,43.69,Healthcare,Purchase,Glasgow,Contactless,0,Not Investigated
TXN_00007420,CUST_021519,2023-10-12 12:30:58,7.72,Online Shopping,Purchase,Liverpool,ATM,0,Not Investigated
TXN_00007421,CUST_024842,2022-08-21 04:02:26,35.38,Groceries,Purchase,Liverpool,Desktop,0,Not Investigated
TXN_00007422,CUST_022739,2024-03-23 01:26:48,145.18,Entertainment,Purchase,Newcastle,Chip,0,Not Investigated
TXN_00007423,CUST_014680,2024-07-17 15:31:06,25.56,Groceries,Purchase,Bristol,Chip,0,Not Investigated
TXN_00007424,CUST_009446,2022-07-09 08:58:05,20.45,Entertainment,Purchase,Birmingham,Mobile,0,Not Investigated
TXN_00007425,CUST_020170,2024-11-17 23:41:50,269.57,Entertainment,Purchase,Manchester,ATM,0,Not Investigated
TXN_00007426,CUST_009742,2024-03-17 05:28:52,12.53,Utilities,Purchase,Manchester,ATM,0,Not Investigated
TXN_00007427,CUST_021659,2022-11-01 17:02:47,2314.84,Healthcare,Purchase,Birmingham,Chip,0,Not Investigated
TXN_00007428,CUST_017120,2024-01-13 00:45:12,7.41,Fuel,Purchase,Birmingham,Contactless,0,Not Investigated
TXN_00007429,CUST_023666,2024-04-17 15:57:27,46.59,Groceries,Purchase,Liverpool,Chip,0,Not Investigated
TXN_00007430,CUST_008892,2024-08-22 10:15:59,18.35,Online Shopping,Purchase,Glasgow,ATM,0,Not Investigated
TXN_00007431,CUST_007504,2023-06-07 04:05:16,112.79,Online Shopping,Purchase,Glasgow,Contactless,0,Not Investigated
TXN_00007432,CUST_022559,2022-10-18 23:36:37,39.98,Healthcare,Purchase,Bristol,Mobile,0,Not Investigated
TXN_00007433,CUST_004012,2023-08-14 08:05:12,39.51,Restaurants,Purchase,Birmingham,Desktop,0,Not Investigated
TXN_00007434,CUST_004251,2023-03-12 07:12:36,96.04,Groceries,Purchase,Sheffield,Contactless,0,Not Investigated
TXN_00007435,CUST_009833,2024-08-12 03:13:58,2.93,ATM,ATM Withdrawal,Bristol,Mobile,0,Not Investigated
TXN_00007436,CUST_004199,2022-07-27 09:49:16,4.96,Restaurants,Purchase,Sheffield,Chip,0,Not Investigated
TXN_00007437,CUST_014808,2024-09-29 03:58:37,10.2,Fuel,Purchase,Leeds,ATM,0,Not Investigated
TXN_00007438,CUST_019616,2023-07-26 01:26:54,28.69,Online Shopping,Purchase,Birmingham,Desktop,0,Not Investigated
TXN_00007439,CUST_017479,2024-11-03 16:43:50,45.31,Groceries,Purchase,Leeds,Mobile,0,Not Investigated
TXN_00007440,CUST_010287,2023-01-27 11:06:38,119.71,Groceries,Purchase,Glasgow,Mobile,0,Not Investigated
TXN_00007441,CUST_010216,2023-07-28 07:12:27,164.05,Fuel,Purchase,Bristol,Mobile,0,Not Investigated
TXN_00007442,CUST_004493,2022-10-08 19:32:27,40.45,Groceries,Purchase,Birmingham,Mobile,0,Not Investigated
TXN_00007443,CUST_021858,2024-12-27 05:24:08,19.18,Healthcare,Purchase,London,Contactless,0,Not Investigated
TXN_00007444,CUST_005025,2023-07-08 06:23:48,10.5,Entertainment,Purchase,Sheffield,Mobile,0,Not Investigated
TXN_00007445,CUST_008887,2022-07-26 21:11:23,373.81,Healthcare,Purchase,Manchester,Chip,0,Not Investigated
TXN_00007446,CUST_011145,2023-01-30 19:02:40,31.71,Entertainment,Purchase,Manchester,Chip,0,Not Investigated
TXN_00007447,CUST_020195,2022-04-24 01:30:47,58.5,Entertainment,Purchase,Newcastle,Contactless,0,Not Investigated
TXN_00007448,CUST_008177,2023-08-17 03:32:00,62.66,Online Shopping,Purchase,Glasgow,Contactless,0,Not Investigated
TXN_00007449,CUST_020878,2022-04-29 12:49:45,44.65,Restaurants,Purchase,Sheffield,Contactless,0,Not Investigated
TXN_00007450,CUST_005729,2023-08-25 04:34:15,25.71,Restaurants,Purchase,Liverpool,ATM,0,Not Investigated
TXN_00007451,CUST_010015,2023-08-24 18:48:12,90.17,Groceries,Purchase,Birmingham,Chip,0,Not Investigated
TXN_00007452,CUST_021187,2023-01-13 11:55:08,14.99,Groceries,Purchase,Birmingham,ATM,0,Not Investigated
TXN_00007453,CUST_012730,2024-02-19 23:38:38,79.19,Restaurants,Purchase,Manchester,Desktop,0,Not Investigated
TXN_00007454,CUST_000870,2024-01-27 14:50:54,201.15,Entertainment,Purchase,London,ATM,0,Not Investigated
TXN_00007455,CUST_002337,2022-10-13 16:05:06,19.77,Fuel,Purchase,Newcastle,Contactless,0,Not Investigated
TXN_00007456,CUST_014813,2023-01-01 03:06:23,12.47,Online Shopping,Purchase,Sheffield,Contactless,0,Not Investigated
TXN_00007457,CUST_014968,2024-06-03 11:08:09,424.69,Fuel,Purchase,Sheffield,ATM,0,Not Investigated
TXN_00007458,CUST_007621,2023-07-12 18:08:02,45.65,Healthcare,Purchase,Liverpool,Desktop,0,Not Investigated
TXN_00007459,CUST_017542,2022-05-14 02:19:39,3.27,ATM,ATM Withdrawal,Bristol,Desktop,0,Not Investigated
TXN_00007460,CUST_023862,2024-01-22 12:20:55,26.6,Restaurants,Purchase,Manchester,Desktop,0,Not Investigated
TXN_00007461,CUST_001134,2024-12-06 18:59:10,19.33,Online Shopping,Purchase,Cardiff,Contactless,0,Not Investigated
TXN_00007462,CUST_019155,2023-02-23 09:48:46,18.62,Restaurants,Purchase,Birmingham,Mobile,0,Not Investigated
TXN_00007463,CUST_015777,2023-05-11 00:23:38,2.36,Restaurants,Purchase,Newcastle,Contactless,0,Not Investigated
TXN_00007464,CUST_023185,2024-08-30 19:09:30,181.71,Utilities,Purchase,London,Chip,0,Not Investigated
TXN_00007465,CUST_014982,2022-04-17 07:15:50,73.88,Groceries,Purchase,Bristol,Desktop,0,Not Investigated
TXN_00007466,CUST_008699,2024-04-05 08:22:14,339.19,Online Shopping,Purchase,Sheffield,Contactless,0,Not Investigated
TXN_00007467,CUST_001760,2023-02-17 20:44:06,97.9,Groceries,Purchase,Cardiff,Desktop,0,Not Investigated
TXN_00007468,CUST_018995,2024-04-01 14:08:39,186.21,Utilities,Purchase,Manchester,Contactless,0,Not Investigated
TXN_00007469,CUST_024536,2022-04-30 20:39:13,26.59,Entertainment,Purchase,Bristol,Desktop,0,Not Investigated
TXN_00007470,CUST_024359,2023-01-01 05:56:26,2.84,Online Shopping,Purchase,Birmingham,Desktop,0,Not Investigated
TXN_00007471,CUST_024951,2022-08-16 17:18:39,16.51,Fuel,Purchase,Leeds,Contactless,0,Not Investigated
TXN_00007472,CUST_011436,2024-11-12 05:26:28,8.06,Online Shopping,Purchase,Manchester,Mobile,0,Not Investigated
TXN_00007473,CUST_020602,2023-11-04 09:17:51,95.91,Online Shopping,Purchase,Newcastle,Contactless,0,Not Investigated
TXN_00007474,CUST_016902,2023-12-21 09:23:19,89.69,Groceries,Purchase,Manchester,ATM,0,Not Investigated
TXN_00007475,CUST_006806,2024-10-01 09:19:24,8.92,Restaurants,Purchase,Glasgow,Contactless,0,Not Investigated
TXN_00007476,CUST_000461,2022-11-12 11:18:44,82.59,Groceries,Purchase,Bristol,Contactless,0,Not Investigated
TXN_00007477,CUST_015914,2022-11-21 19:52:48,28.0,Groceries,Purchase,Leeds,Mobile,0,Not Investigated
TXN_00007478,CUST_024225,2023-01-25 20:45:17,28.75,Groceries,Purchase,Newcastle,Mobile,0,Not Investigated
TXN_00007479,CUST_006357,2023-03-22 12:03:02,10.22,Healthcare,Purchase,Birmingham,ATM,0,Not Investigated
TXN_00007480,CUST_023483,2022-07-13 22:35:33,24.33,Entertainment,Purchase,Liverpool,Contactless,0,Not Investigated
TXN_00007481,CUST_011663,2023-10-16 12:36:42,2.44,Groceries,Purchase,Bristol,ATM,0,Not Investigated
TXN_00007482,CUST_007012,2024-04-21 01:21:26,1240.69,Groceries,Purchase,London,Desktop,0,Not Investigated
TXN_00007483,CUST_008249,2022-11-19 17:56:26,142.23,Healthcare,Purchase,Liverpool,Desktop,0,Not Investigated
TXN_00007484,CUST_017212,2023-11-20 17:51:50,107.15,Restaurants,Purchase,Bristol,Chip,0,Not Investigated
TXN_00007485,CUST_023885,2024-05-18 07:15:26,188.24,Fuel,Purchase,Sheffield,Contactless,0,Not Investigated
TXN_00007486,CUST_000339,2024-09-21 19:57:49,73.37,Fuel,Purchase,London,Chip,0,Not Investigated
TXN_00007487,CUST_009842,2024-07-05 08:02:39,222.99,ATM,ATM Withdrawal,Glasgow,Chip,0,Not Investigated
TXN_00007488,CUST_022010,2022-08-14 14:27:51,23.41,Groceries,Purchase,Glasgow,Chip,0,Not Investigated
TXN_00007489,CUST_005396,2023-09-05 22:52:38,24.5,Online Shopping,Purchase,Bristol,ATM,0,Not Investigated
TXN_00007490,CUST_010883,2023-07-16 03:26:58,10.12,Entertainment,Purchase,Glasgow,ATM,0,Not Investigated
TXN_00007491,CUST_000637,2023-03-23 00:54:31,1.12,Entertainment,Purchase,Newcastle,ATM,0,Not Investigated
TXN_00007492,CUST_017239,2024-07-24 05:51:28,4.44,Online Shopping,Purchase,London,Contactless,0,Not Investigated
TXN_00007493,CUST_008823,2023-07-19 09:38:09,193.03,Restaurants,Purchase,Sheffield,Chip,0,Not Investigated
TXN_00007494,CUST_019323,2022-09-04 15:45:09,178.56,Fuel,Purchase,Liverpool,Mobile,0,Not Investigated
TXN_00007495,CUST_011967,2024-02-02 09:06:51,184.46,Fuel,Purchase,Glasgow,Desktop,0,Not Investigated
TXN_00007496,CUST_015345,2024-06-26 00:18:07,36.79,Transfer,Transfer,Birmingham,Chip,0,Not Investigated
TXN_00007497,CUST_012573,2024-01-25 05:24:13,161.83,Online Shopping,Purchase,Sheffield,Chip,0,Not Investigated
TXN_00007498,CUST_018017,2022-06-25 04:20:32,45.41,Healthcare,Purchase,Cardiff,Chip,0,Not Investigated
TXN_00007499,CUST_002669,2024-11-26 16:59:32,49.21,ATM,ATM Withdrawal,Birmingham,Chip,0,Not Investigated
TXN_00007500,CUST_021695,2024-09-17 21:07:53,5.24,Online Shopping,Purchase,London,ATM,0,Not Investigated
TXN_00007501,CUST_010953,2022-11-11 05:31:58,143.5,Restaurants,Purchase,Manchester,ATM,0,Not Investigated
TXN_00007502,CUST_003029,2022-09-27 07:57:01,43.26,Entertainment,Purchase,Manchester,Chip,0,Not Investigated
TXN_00007503,CUST_009900,2022-02-17 02:28:38,11.7,Groceries,Purchase,Bristol,Desktop,0,Not Investigated
TXN_00007504,CUST_008381,2024-12-02 01:16:50,17.74,Entertainment,Purchase,Manchester,Chip,0,Not Investigated
TXN_00007505,CUST_017472,2022-11-11 02:43:39,243.46,Restaurants,Purchase,Newcastle,Mobile,0,Not Investigated
TXN_00007506,CUST_015209,2022-04-16 18:08:44,77.99,Online Shopping,Purchase,Sheffield,Desktop,0,Not Investigated
TXN_00007507,CUST_023272,2022-12-14 13:12:19,129.71,Restaurants,Purchase,Manchester,Desktop,0,Not Investigated
TXN_00007508,CUST_022979,2022-12-28 20:25:37,179.43,Groceries,Purchase,Sheffield,Mobile,0,Not Investigated
TXN_00007509,CUST_011583,2022-06-23 11:33:34,41.16,Utilities,Purchase,London,Contactless,0,Not Investigated
TXN_00007510,CUST_009625,2022-01-01 08:42:45,173.58,Entertainment,Purchase,Cardiff,Chip,0,Not Investigated
TXN_00007511,CUST_020386,2023-01-17 11:25:31,21.71,Fuel,Purchase,Bristol,Desktop,0,Not Investigated
TXN_00007512,CUST_020733,2022-11-24 11:40:08,28.92,ATM,ATM Withdrawal,Cardiff,ATM,0,Not Investigated
TXN_00007513,CUST_001688,2023-12-04 12:01:03,38.37,Transfer,Transfer,Bristol,Chip,0,Not Investigated
TXN_00007514,CUST_011601,2023-01-20 03:11:43,29.24,Online Shopping,Purchase,Bristol,Mobile,0,Not Investigated
TXN_00007515,CUST_022350,2022-12-27 20:38:37,115.11,Online Shopping,Purchase,London,ATM,0,Not Investigated
TXN_00007516,CUST_014408,2023-08-21 16:15:01,27.18,Fuel,Purchase,Glasgow,Mobile,0,Not Investigated
TXN_00007517,CUST_024012,2022-05-19 08:25:08,40.55,Restaurants,Purchase,Glasgow,Contactless,0,Not Investigated
TXN_00007518,CUST_000052,2024-07-01 14:38:42,300.0,Fuel,Purchase,Liverpool,Desktop,0,Not Investigated
TXN_00007519,CUST_024852,2022-05-01 06:05:00,73.27,Groceries,Purchase,London,Chip,0,Not Investigated
TXN_00007520,CUST_001423,2022-12-03 23:21:20,331.33,Restaurants,Purchase,Liverpool,Contactless,0,Not Investigated
TXN_00007521,CUST_016294,2023-04-26 05:01:54,11.59,Groceries,Purchase,Newcastle,Mobile,0,Not Investigated
TXN_00007522,CUST_005996,2024-11-23 18:13:11,96.22,Entertainment,Purchase,Newcastle,ATM,0,Not Investigated
TXN_00007523,CUST_003115,2022-12-28 07:35:38,220.15,Online Shopping,Purchase,Cardiff,Contactless,0,Not Investigated
TXN_00007524,CUST_014431,2022-07-03 17:49:54,50.28,Groceries,Purchase,Cardiff,Chip,0,Not Investigated
TXN_00007525,CUST_003667,2023-10-31 11:33:45,400.7,Fuel,Purchase,Newcastle,Desktop,0,Not Investigated
TXN_00007526,CUST_012095,2024-07-22 20:11:10,65.08,Fuel,Purchase,Sheffield,Chip,0,Not Investigated
TXN_00007527,CUST_009650,2022-07-01 22:44:54,124.46,ATM,ATM Withdrawal,Birmingham,Desktop,0,Not Investigated
TXN_00007528,CUST_010367,2024-01-16 05:00:29,14.38,Online Shopping,Purchase,London,Contactless,0,Not Investigated
TXN_00007529,CUST_000774,2022-12-04 15:32:45,55.56,Groceries,Purchase,Sheffield,Mobile,0,Not Investigated
TXN_00007530,CUST_002997,2022-10-23 22:34:49,123.86,Groceries,Purchase,London,ATM,0,Not Investigated
TXN_00007531,CUST_013501,2024-06-29 01:41:54,67.12,Entertainment,Purchase,London,ATM,0,Not Investigated
TXN_00007532,CUST_004537,2024-04-11 05:21:58,13.71,Entertainment,Purchase,Manchester,Mobile,0,Not Investigated
TXN_00007533,CUST_006870,2024-04-07 18:44:33,9.08,Restaurants,Purchase,Sheffield,ATM,0,Not Investigated
TXN_00007534,CUST_020823,2023-01-06 01:02:52,112.02,Groceries,Purchase,Cardiff,Mobile,0,Not Investigated
TXN_00007535,CUST_019414,2022-09-16 08:32:20,32.27,Healthcare,Purchase,Sheffield,Mobile,0,Not Investigated
TXN_00007536,CUST_001158,2023-06-21 06:09:28,203.23,Entertainment,Purchase,Leeds,Chip,0,Not Investigated
TXN_00007537,CUST_005919,2023-05-14 20:36:42,24.42,Groceries,Purchase,Manchester,Contactless,0,Not Investigated
TXN_00007538,CUST_019126,2022-03-25 02:58:58,21.95,Entertainment,Purchase,Birmingham,Chip,0,Not Investigated
TXN_00007539,CUST_024277,2022-06-06 06:33:51,112.42,Travel,Purchase,Sheffield,Contactless,0,Not Investigated
